Value,Id
26.102944059012827,0
28.629325465665154,1
25.482505438128243,2
26.507351821544287,3
29.128004438721597,4
37.05312985896441,5
36.70194702395084,6
25.25313989393529,7
40.30738197983504,8
32.678090006126055,9
26.567613026844462,10
36.27058965728163,11
22.21095993227585,12
24.305512269788203,13
23.86764861446683,14
32.65318895767045,15
31.927707123196914,16
28.43533950941078,17
42.84291119557776,18
30.11477663553871,19
24.868755945477943,20
22.77218041459713,21
20.91890841378379,22
24.237185389919553,23
34.16995632921231,24
28.013015672808415,25
28.321720752335395,26
29.65096894888416,27
29.732587334720975,28
41.19543010336881,29
24.661974275373687,30
28.11388564506508,31
25.394839505866187,32
25.608019909584897,33
27.51970172670163,34
21.423892536552152,35
35.05649229030179,36
34.262772739335425,37
28.364145517615327,38
27.801432930074075,39
29.806912771643677,40
26.889152490518434,41
27.65550410359755,42
33.518279366417794,43
28.819801868285712,44
21.425596600964216,45
29.238110664237027,46
21.61799191876722,47
27.45279492677672,48
21.310457902516458,49
30.2097083830808,50
25.394280320251475,51
22.409116686108334,52
31.50315847951261,53
24.2716135745233,54
21.614024296554458,55
26.965172460059076,56
22.290362881985466,57
38.909293306945365,58
29.783242683196864,59
23.618445467217,60
31.31818130721501,61
27.055911184736615,62
18.289331269215396,63
32.081948574872484,64
22.281203009166084,65
21.186849031576628,66
30.39572822285619,67
33.665978013852374,68
30.688283029429474,69
27.824081369092863,70
35.88311830598435,71
35.61809024430583,72
31.427983822081494,73
37.29201922102319,74
30.948632355045646,75
27.31516502752749,76
36.95654574054072,77
35.07446034811828,78
26.43080705854967,79
25.374115337529563,80
26.55166570639091,81
25.77654366767736,82
29.417381724001313,83
32.30246473338601,84
32.22869690074584,85
30.698069219520182,86
25.261681044875502,87
31.420387575631906,88
25.337080049550213,89
45.61063347601824,90
33.11355194822115,91
34.550574089552164,92
23.736049679899555,93
25.366438707664877,94
26.749997699269763,95
37.78974177128193,96
35.64710560298155,97
29.144287035820643,98
26.84748628872233,99
28.315360025488474,100
28.781168761065135,101
24.51331308470337,102
28.373226270750436,103
22.000195501152035,104
22.235827710912275,105
30.732313584018485,106
34.03529650937591,107
33.73501693098449,108
40.070542048394586,109
20.549865995462774,110
33.27840354972651,111
23.05913254384294,112
34.07881689318293,113
18.11592067221166,114
29.850215457739775,115
21.980144920646282,116
25.744781341175578,117
24.89520115918932,118
29.14981755276628,119
27.683642909798074,120
27.6099524913096,121
24.494168141471988,122
31.032594703541903,123
36.60176570018577,124
33.05353306298708,125
37.04570917893784,126
22.189321733984553,127
25.692484570769132,128
26.867453440838823,129
38.150571494034786,130
21.717681778225753,131
24.915818700440205,132
33.81845193199806,133
30.239845008547924,134
20.94082176938001,135
23.620676645343828,136
28.214236391764594,137
24.410465426427248,138
19.95647622151261,139
33.44560758863299,140
23.024839282288884,141
37.56697508553068,142
27.72841494894815,143
21.213622772082164,144
28.56490921693772,145
23.705407074435225,146
20.83782985080844,147
20.082097952241536,148
38.44436250092453,149
30.342835606323177,150
33.967199425982166,151
22.93421089294661,152
33.55766222297424,153
28.313086194604907,154
24.945056323300257,155
35.401958548577284,156
25.91401836771371,157
24.668313754950642,158
21.394278997562502,159
24.73996596716743,160
27.453529278386146,161
36.35028968482671,162
23.2254405242674,163
26.032212387908753,164
22.44170807090439,165
23.870945823125744,166
26.908392008294218,167
35.1471108550084,168
24.334917457271207,169
21.765200817452573,170
19.181247247796453,171
35.39649936792629,172
30.20083897260471,173
25.243151054824626,174
21.809446405003477,175
29.005567921077,176
28.634667647025022,177
30.23136092064678,178
26.492298942812248,179
26.334374106834606,180
42.64968237054084,181
34.51775661502603,182
25.26008644796028,183
25.032453592684067,184
36.074882712004715,185
25.693053824624293,186
36.202619117240204,187
36.15990248338284,188
30.827633078945418,189
29.986690068427574,190
33.52240955696907,191
37.51882069661033,192
23.263985423742845,193
32.00408398477903,194
34.123085226824834,195
26.89821652843887,196
26.602879232335628,197
30.74255128086546,198
20.67400556208965,199
35.87932043267361,200
29.5553266689868,201
30.549549021036384,202
27.45777865725919,203
33.21071935803634,204
22.710001241863907,205
25.213401097147592,206
38.93696944938755,207
36.900661225534705,208
24.139666221094608,209
29.02273795021005,210
24.442787435229423,211
31.797769200840023,212
29.63207112588911,213
38.549635308986225,214
25.618718763182706,215
33.58370790081027,216
40.35103025751391,217
33.6348066875932,218
25.923228822313412,219
25.079241672452262,220
36.67426316522761,221
29.722395275735668,222
26.512833020696764,223
24.620817924387755,224
35.275114419558896,225
29.307241813443426,226
20.43789456359691,227
26.830147089827918,228
28.404641483683303,229
31.197752625641556,230
22.23953890868741,231
26.9633052499291,232
32.410141796373544,233
40.65011722097525,234
28.947341411411077,235
18.542478914383594,236
30.66375436470063,237
23.49108362222364,238
37.688854933072804,239
35.34695351948029,240
25.049863820580114,241
31.576738458896497,242
36.34069992202774,243
22.679726736143095,244
27.314496816247217,245
21.984133956975032,246
31.06563438041743,247
23.81404245712347,248
27.72478124425014,249
20.886267252519634,250
30.042965504638786,251
27.4988412221361,252
29.005089823469522,253
33.12333270090124,254
28.786233435181458,255
25.566697260045533,256
27.846264856973267,257
19.999552912800098,258
31.274392564559417,259
30.92450065330163,260
26.349815273201553,261
27.71198811125554,262
29.010937650210753,263
31.27747002850164,264
25.400210565574923,265
31.93164681280513,266
34.754711158166,267
30.67835992588905,268
19.43023414899373,269
29.133906683900054,270
27.63797394079414,271
31.24018735281923,272
32.10487840167955,273
28.96365994679109,274
26.2721007238742,275
27.760980345398018,276
24.14745875405113,277
27.0081689282056,278
29.75881603335325,279
24.0436167838499,280
28.811609101592943,281
24.172373999526513,282
31.37025911896583,283
23.218701503210703,284
30.384251138056563,285
20.484915501506098,286
33.559255586752215,287
26.893249412360298,288
44.54127544675494,289
33.307446688883005,290
29.352652021424703,291
33.4965533750395,292
28.689965827358332,293
26.592876674832553,294
21.50595516857861,295
30.271769808194303,296
25.92080149590072,297
19.849896645664327,298
25.81220753894186,299
37.320001839048146,300
25.911816179739127,301
27.925440304081036,302
33.42003781754922,303
29.53365132556883,304
26.57161656131737,305
29.722054077198216,306
34.417461404095654,307
26.08553454023014,308
25.378606392153948,309
33.92218346131411,310
31.756050018808022,311
34.13946589664139,312
23.417094126763722,313
31.776040357504094,314
32.11616172743488,315
26.38598851412756,316
30.003811424109166,317
27.449267659075375,318
23.13286917616914,319
27.001252109701447,320
25.763505339877963,321
35.84738636385521,322
32.575193842847554,323
22.907858651929256,324
34.231679295526156,325
34.72182285486145,326
20.410137457292123,327
